2021-03-21 14:45:46.162 CET,,,380,,60574e0a.17c,1,,2021-03-21 14:45:46 CET,,0,LOG,00000,"ending log output to stderr",,"Future log output will go to log destination ""csvlog"".",,,,,,,""
2021-03-21 14:45:46.237 CET,,,1620,,60574e0a.654,1,,2021-03-21 14:45:46 CET,,0,LOG,00000,"database system was shut down at 2021-03-21 14:45:44 CET",,,,,,,,,""
2021-03-21 14:45:46.275 CET,,,380,,60574e0a.17c,2,,2021-03-21 14:45:46 CET,,0,LOG,00000,"database system is ready to accept connections",,,,,,,,,""
2021-03-21 14:45:46.305 CET,"postgres","shop_db",7608,"127.0.0.1:60370",60574e0a.1db8,1,"",2021-03-21 14:45:46 CET,,0,FATAL,57P03,"the database system is starting up",,,,,,,,,""
2021-03-21 14:47:00.179 CET,"postgres","shop_db",9788,"127.0.0.1:60483",60574e54.263c,1,"",2021-03-21 14:47:00 CET,4/10,0,WARNING,25001,"there is already a transaction in progress",,,,,,,,,""
2021-03-21 14:48:02.886 CET,"postgres","shop_db",9788,"127.0.0.1:60483",60574e54.263c,2,"",2021-03-21 14:47:00 CET,4/10,0,LOG,00000,"duration: 62682.354 ms  plan:
Query Text: BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM discount as dis
JOIN ""order"" as ord
ON ord.discount_id = dis.id
JOIN order_details as ord_det
ON ord_det.order_id = ord.id
JOIN product as prod
ON prod.id = ord_det.product_id;
COMMIT;
Finalize Aggregate  (cost=2418205.96..2418205.97 rows=1 width=8) (actual time=60060.403..60060.403 rows=1 loops=1)
  ->  Gather  (cost=2418205.74..2418205.95 rows=2 width=8) (actual time=60056.897..62681.857 rows=3 loops=1)
        Workers Planned: 2
        Workers Launched: 2
        ->  Partial Aggregate  (cost=2417205.74..2417205.75 rows=1 width=8) (actual time=60004.923..60004.923 rows=1 loops=3)
              ->  Parallel Hash Join  (cost=522633.19..2357011.19 rows=24077820 width=0) (actual time=50657.156..58804.561 rows=20000000 loops=3)
                    Hash Cond: (ord_det.product_id = prod.id)
                    ->  Parallel Hash Join  (cost=501320.19..1944681.86 rows=25000000 width=8) (actual time=30157.796..42409.145 rows=20000000 loops=3)
                          Hash Cond: (ord_det.order_id = ord.id)
                          ->  Parallel Seq Scan on order_details ord_det  (cost=0.00..750000.00 rows=25000000 width=16) (actual time=0.940..10302.182 rows=20000000 loops=3)
                          ->  Parallel Hash  (cost=364600.31..364600.31 rows=8333350 width=8) (actual time=8235.996..8235.997 rows=6666667 loops=3)
                                Buckets: 131072  Batches: 512  Memory Usage: 2592kB
                                ->  Hash Join  (cost=16.25..364600.31 rows=8333350 width=8) (actual time=1.497..4202.235 rows=6666667 loops=3)
                                      Hash Cond: (ord.discount_id = dis.id)
                                      ->  Parallel Seq Scan on ""order"" ord  (cost=0.00..250000.50 rows=8333350 width=16) (actual time=0.691..1987.847 rows=6666667 loops=3)
                                      ->  Hash  (cost=10.00..10.00 rows=500 width=8) (actual time=0.768..0.769 rows=500 loops=3)
                                            Buckets: 1024  Batches: 1  Memory Usage: 28kB
                                            ->  Seq Scan on discount dis  (cost=0.00..10.00 rows=500 width=8) (actual time=0.538..0.667 rows=500 loops=3)
                    ->  Parallel Hash  (cost=14476.67..14476.67 rows=416667 width=8) (actual time=288.267..288.267 rows=333333 loops=3)
                          Buckets: 131072  Batches: 16  Memory Usage: 3520kB
                          ->  Parallel Seq Scan on product prod  (cost=0.00..14476.67 rows=416667 width=8) (actual time=0.570..164.284 rows=333333 loops=3)",,,,,,,,,""
2021-03-21 14:48:59.761 CET,"postgres","shop_db",9788,"127.0.0.1:60483",60574e54.263c,3,"",2021-03-21 14:47:00 CET,4/11,0,LOG,00000,"duration: 56853.432 ms  plan:
Query Text: BEGIN;
SET LOCAL join_collapse_limit = 8;
SELECT count(*) FROM discount as dis
JOIN ""order"" as ord
ON ord.discount_id = dis.id
JOIN order_details as ord_det
ON ord_det.order_id = ord.id
JOIN product as prod
ON prod.id = ord_det.product_id;
COMMIT;
Finalize Aggregate  (cost=2395630.29..2395630.30 rows=1 width=8) (actual time=54205.522..54205.522 rows=1 loops=1)
  ->  Gather  (cost=2395630.07..2395630.28 rows=2 width=8) (actual time=54201.773..56853.337 rows=3 loops=1)
        Workers Planned: 2
        Workers Launched: 2
        ->  Partial Aggregate  (cost=2394630.07..2394630.08 rows=1 width=8) (actual time=54147.701..54147.702 rows=1 loops=3)
              ->  Parallel Hash Join  (cost=522633.19..2334435.52 rows=24077820 width=0) (actual time=42032.040..52837.299 rows=20000000 loops=3)
                    Hash Cond: (ord_det.order_id = ord.id)
                    ->  Parallel Hash Join  (cost=21313.00..1211157.33 rows=24077820 width=8) (actual time=12025.903..24413.967 rows=20000000 loops=3)
                          Hash Cond: (ord_det.product_id = prod.id)
                          ->  Parallel Seq Scan on order_details ord_det  (cost=0.00..750000.00 rows=25000000 width=16) (actual time=0.909..5917.450 rows=20000000 loops=3)
                          ->  Parallel Hash  (cost=14476.67..14476.67 rows=416667 width=8) (actual time=251.768..251.768 rows=333333 loops=3)
                                Buckets: 131072  Batches: 16  Memory Usage: 3520kB
                                ->  Parallel Seq Scan on product prod  (cost=0.00..14476.67 rows=416667 width=8) (actual time=1.052..107.500 rows=333333 loops=3)
                    ->  Parallel Hash  (cost=364600.31..364600.31 rows=8333350 width=8) (actual time=8122.366..8122.367 rows=6666667 loops=3)
                          Buckets: 131072  Batches: 512  Memory Usage: 2592kB
                          ->  Hash Join  (cost=16.25..364600.31 rows=8333350 width=8) (actual time=1.277..4079.132 rows=6666667 loops=3)
                                Hash Cond: (ord.discount_id = dis.id)
                                ->  Parallel Seq Scan on ""order"" ord  (cost=0.00..250000.50 rows=8333350 width=16) (actual time=0.527..1865.024 rows=6666667 loops=3)
                                ->  Hash  (cost=10.00..10.00 rows=500 width=8) (actual time=0.704..0.704 rows=500 loops=3)
                                      Buckets: 1024  Batches: 1  Memory Usage: 28kB
                                      ->  Seq Scan on discount dis  (cost=0.00..10.00 rows=500 width=8) (actual time=0.438..0.548 rows=500 loops=3)",,,,,,,,,""
2021-03-21 14:49:55.341 CET,"postgres","shop_db",9788,"127.0.0.1:60483",60574e54.263c,4,"",2021-03-21 14:47:00 CET,4/12,0,LOG,00000,"duration: 55545.855 ms  plan:
Query Text: BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM ""order"" as ord
JOIN discount as dis
ON dis.id = ord.discount_id
JOIN order_details as ord_det
ON ord_det.order_id = ord.id
JOIN product as prod
ON prod.id = ord_det.product_id;
COMMIT;
Finalize Aggregate  (cost=2418205.96..2418205.97 rows=1 width=8) (actual time=52334.102..52334.102 rows=1 loops=1)
  ->  Gather  (cost=2418205.74..2418205.95 rows=2 width=8) (actual time=52331.176..55545.380 rows=3 loops=1)
        Workers Planned: 2
        Workers Launched: 2
        ->  Partial Aggregate  (cost=2417205.74..2417205.75 rows=1 width=8) (actual time=52282.028..52282.028 rows=1 loops=3)
              ->  Parallel Hash Join  (cost=522633.19..2357011.19 rows=24077820 width=0) (actual time=41916.980..50967.541 rows=20000000 loops=3)
                    Hash Cond: (ord_det.product_id = prod.id)
                    ->  Parallel Hash Join  (cost=501320.19..1944681.86 rows=25000000 width=8) (actual time=24701.409..36597.580 rows=20000000 loops=3)
                          Hash Cond: (ord_det.order_id = ord.id)
                          ->  Parallel Seq Scan on order_details ord_det  (cost=0.00..750000.00 rows=25000000 width=16) (actual time=0.816..7069.767 rows=20000000 loops=3)
                          ->  Parallel Hash  (cost=364600.31..364600.31 rows=8333350 width=8) (actual time=7371.498..7371.498 rows=6666667 loops=3)
                                Buckets: 131072  Batches: 512  Memory Usage: 2592kB
                                ->  Hash Join  (cost=16.25..364600.31 rows=8333350 width=8) (actual time=1.496..3772.995 rows=6666667 loops=3)
                                      Hash Cond: (ord.discount_id = dis.id)
                                      ->  Parallel Seq Scan on ""order"" ord  (cost=0.00..250000.50 rows=8333350 width=16) (actual time=0.723..1716.885 rows=6666667 loops=3)
                                      ->  Hash  (cost=10.00..10.00 rows=500 width=8) (actual time=0.739..0.739 rows=500 loops=3)
                                            Buckets: 1024  Batches: 1  Memory Usage: 28kB
                                            ->  Seq Scan on discount dis  (cost=0.00..10.00 rows=500 width=8) (actual time=0.535..0.626 rows=500 loops=3)
                    ->  Parallel Hash  (cost=14476.67..14476.67 rows=416667 width=8) (actual time=222.563..222.563 rows=333333 loops=3)
                          Buckets: 131072  Batches: 16  Memory Usage: 3552kB
                          ->  Parallel Seq Scan on product prod  (cost=0.00..14476.67 rows=416667 width=8) (actual time=0.820..100.337 rows=333333 loops=3)",,,,,,,,,""
2021-03-21 14:50:50.677 CET,"postgres","shop_db",9788,"127.0.0.1:60483",60574e54.263c,5,"",2021-03-21 14:47:00 CET,4/13,0,LOG,00000,"duration: 55304.805 ms  plan:
Query Text: BEGIN;
SET LOCAL join_collapse_limit = 8;
SELECT count(*) FROM ""order"" as ord
JOIN discount as dis
ON dis.id = ord.discount_id
JOIN order_details as ord_det
ON ord_det.order_id = ord.id
JOIN product as prod
ON prod.id = ord_det.product_id;
COMMIT;
Finalize Aggregate  (cost=2395630.29..2395630.30 rows=1 width=8) (actual time=52554.171..52554.172 rows=1 loops=1)
  ->  Gather  (cost=2395630.07..2395630.28 rows=2 width=8) (actual time=52549.517..55304.725 rows=3 loops=1)
        Workers Planned: 2
        Workers Launched: 2
        ->  Partial Aggregate  (cost=2394630.07..2394630.08 rows=1 width=8) (actual time=52499.887..52499.887 rows=1 loops=3)
              ->  Parallel Hash Join  (cost=522633.19..2334435.52 rows=24077820 width=0) (actual time=41186.100..51240.533 rows=20000000 loops=3)
                    Hash Cond: (ord_det.order_id = ord.id)
                    ->  Parallel Hash Join  (cost=21313.00..1211157.33 rows=24077820 width=8) (actual time=11931.620..23651.636 rows=20000000 loops=3)
                          Hash Cond: (ord_det.product_id = prod.id)
                          ->  Parallel Seq Scan on order_details ord_det  (cost=0.00..750000.00 rows=25000000 width=16) (actual time=1.001..5818.862 rows=20000000 loops=3)
                          ->  Parallel Hash  (cost=14476.67..14476.67 rows=416667 width=8) (actual time=226.515..226.516 rows=333333 loops=3)
                                Buckets: 131072  Batches: 16  Memory Usage: 3520kB
                                ->  Parallel Seq Scan on product prod  (cost=0.00..14476.67 rows=416667 width=8) (actual time=0.915..98.712 rows=333333 loops=3)
                    ->  Parallel Hash  (cost=364600.31..364600.31 rows=8333350 width=8) (actual time=8500.079..8500.079 rows=6666667 loops=3)
                          Buckets: 131072  Batches: 512  Memory Usage: 2592kB
                          ->  Hash Join  (cost=16.25..364600.31 rows=8333350 width=8) (actual time=1.518..4744.652 rows=6666667 loops=3)
                                Hash Cond: (ord.discount_id = dis.id)
                                ->  Parallel Seq Scan on ""order"" ord  (cost=0.00..250000.50 rows=8333350 width=16) (actual time=0.708..2577.283 rows=6666667 loops=3)
                                ->  Hash  (cost=10.00..10.00 rows=500 width=8) (actual time=0.774..0.775 rows=500 loops=3)
                                      Buckets: 1024  Batches: 1  Memory Usage: 28kB
                                      ->  Seq Scan on discount dis  (cost=0.00..10.00 rows=500 width=8) (actual time=0.545..0.644 rows=500 loops=3)",,,,,,,,,""
2021-03-21 14:51:51.374 CET,"postgres","shop_db",9788,"127.0.0.1:60483",60574e54.263c,6,"",2021-03-21 14:47:00 CET,4/14,0,LOG,00000,"duration: 60655.284 ms  plan:
Query Text: BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM ""order"" as ord
JOIN order_details as ord_det
ON ord_det.order_id = ord.id
JOIN discount as dis
ON dis.id = ord.discount_id
JOIN product as prod
ON prod.id = ord_det.product_id;
COMMIT;
Finalize Aggregate  (cost=2663648.39..2663648.40 rows=1 width=8) (actual time=58098.309..58098.309 rows=1 loops=1)
  ->  Gather  (cost=2663648.18..2663648.39 rows=2 width=8) (actual time=58095.110..60654.609 rows=3 loops=1)
        Workers Planned: 2
        Workers Launched: 2
        ->  Partial Aggregate  (cost=2662648.18..2662648.19 rows=1 width=8) (actual time=58045.137..58045.137 rows=1 loops=3)
              ->  Parallel Hash Join  (cost=416187.63..2602453.63 rows=24077820 width=0) (actual time=48399.633..56798.300 rows=20000000 loops=3)
                    Hash Cond: (ord_det.product_id = prod.id)
                    ->  Hash Join  (cost=394874.63..2190124.29 rows=25000000 width=8) (actual time=23925.069..42870.006 rows=20000000 loops=3)
                          Hash Cond: (ord.discount_id = dis.id)
                          ->  Parallel Hash Join  (cost=394858.38..1846358.04 rows=25000000 width=16) (actual time=23923.818..37279.195 rows=20000000 loops=3)
                                Hash Cond: (ord_det.order_id = ord.id)
                                ->  Parallel Seq Scan on order_details ord_det  (cost=0.00..750000.00 rows=25000000 width=16) (actual time=0.908..6982.959 rows=20000000 loops=3)
                                ->  Parallel Hash  (cost=250000.50..250000.50 rows=8333350 width=16) (actual time=7262.803..7262.804 rows=6666667 loops=3)
                                      Buckets: 131072  Batches: 512  Memory Usage: 2912kB
                                      ->  Parallel Seq Scan on ""order"" ord  (cost=0.00..250000.50 rows=8333350 width=16) (actual time=0.806..2646.624 rows=6666667 loops=3)
                          ->  Hash  (cost=10.00..10.00 rows=500 width=8) (actual time=1.202..1.203 rows=500 loops=3)
                                Buckets: 1024  Batches: 1  Memory Usage: 28kB
                                ->  Seq Scan on discount dis  (cost=0.00..10.00 rows=500 width=8) (actual time=0.927..1.041 rows=500 loops=3)
                    ->  Parallel Hash  (cost=14476.67..14476.67 rows=416667 width=8) (actual time=211.454..211.454 rows=333333 loops=3)
                          Buckets: 131072  Batches: 16  Memory Usage: 3520kB
                          ->  Parallel Seq Scan on product prod  (cost=0.00..14476.67 rows=416667 width=8) (actual time=0.860..94.253 rows=333333 loops=3)",,,,,,,,,""
